"word","freq"
"kolejki",2
"kolo",2
"kolorze",2
"kolumnach",2
"kolumnowa",2
"kombinować",2
"komentarze",2
"komu",2
"konfie",2
"koniec",2
"konkretnie",2
"kosterna",2
"końca",2
"kraje",2
"kraju",2
"kraków",2
"krk",2
"kryterium",2
"krótki",2
"kuba",2
"kupuje",2
"kurwy",2
"kwartale",2
"kwartałach",2
"kwartały",2
"kwestia",2
"kórwa",2
"laby",2
"lapka",2
"lapplyposts",2
"lapplypostskwartalbody",2
"lata",2
"latach",2
"latex",2
"layoutmatrixc",2
"lepsze",2
"librarydatatable",2
"libraryggplot",2
"librarymaps",2
"libraryrcolorbrewer",2
"libraryshiny",2
"librarysnowballc",2
"librarystringi",2
"librarytm",2
"librarywordcloud",2
"libraryxml",2
"liczbie",2
"liczby",2
"liczył",2
"liniki",2
"lipa",2
"listopada",2
"listę",2
"literka",2
"logarytmu",2
"lubią",2
"ludzie",2
"luz",2
"luźno",2
"mac",2
"makes",2
"maksy",2
"maksymalnie",2
"mapka",2
"maps",2
"markdown",2
"martyny",2
"marunia",2
"maszyn",2
"matrix",2
"maxwords",2
"maxy",2
"maybe",2
"mecz",2
"meetings",2
"meh",2
"merga",2
"metody",2
"metrem",2
"miarę",2
"miała",2
"miałeś",2
"mieli",2
"mieliśmy",2
"mieszkanie",2
"mikołajem",2
"minfreq",2
"mining",2
"mięso",2
"mniejsze",2
"mnn",2
"moich",2
"mojego",2
"mokotowskie",2
"moment",2
"musiało",2
"musimy",2
"musze",2
"muzyki",2
"myśli",2
"mówienia",2
"mówić",2
"nadzieję",2
"najmniej",2
"nalezenie",2
"namejoincolumn",2
"namesvfreqv",2
"napewno",2
"napisane",2
"napisała",2
"naprawić",2
"narm",2
"narodowym",2
"narowski",2
"następnego",2
"naszej",2
"naszą",2
"nazywa",2
"news",2
"niechce",2
"nieco",2
"nieee",2
"nikt",2
"nooo",2
"norbert",2
"norma",2
"normy",2
"nowo",2
"nowym",2
"nrow",2
"numerki",2
"obama",2
"obiadek",2
"obliczenia",2
"ocenach",2
"ocenia",2
"oddaniu",2
"ode",2
"odpisuje",2
"odpowiedź",2
"odpuściłem",2
"ogarniać",2
"ogarnie",2
"ogarnięcie",2
"ojcem",2
"okaże",2
"oke",2
"okienko",2
"okienku",2
"określony",2
"olimpiada",2
"omówić",2
"opcij",2
"opcje",2
"opisany",2
"opór",2
"orzo",2
"osobno",2
"ostatni",2
"otwarta",2
"output",2
"owak",2
"pada",2
